dvanáct;dv-a-náct
činném;čin-n-é-m
nepraštím;ne-prašt-í-m
náboženská;ná-bož-en-sk-á
vstávejte;v-stá-v-ej-te
patnáctiletý;pat-náct-i-let-ý
bJElOčký;bJEl-ouč-k-ý
problematičnost;problem-at-ič-n-ost
řemeslo;řemesl-o
odlišuje;od-liš-u-j-e
tesklivýX;tesk-l-iv-ý-X
poXopení;po-Xop-en-í
nejuctivJEji;nej-u-ct-i-v-JEj-i
továrna;továr-n-a
podivila;po-div-i-l-a
naléhavJEjší;na-léh-a-v-JEj-š-í
unikátu;unik-át-u
prohrál;pro-hrá-l
dosahující;do-sah-u-j-í-c-í
neříkala;ne-řík-a-l-a
letní;let-n-í
krámu;krám-u
aX;aX
angloamerického;anlg-o-americ-k-é-ho
neboj;ne-boj
praštíme;prašt-í-me
vyřizuji;vy-řiz-u-j-i
krista;krist-a
klobOkem;klobOk-e-m
podívej;po-dív-ej
muž;muž
menší;men-š-í
převléknOt;pře-vlék-nO-t
pestrý;pestr-ý
falešný;faleš-n-ý
tvárné;tvár-n-é
okolní;o-kol-n-í
tatam;t-a-tam
prosit;pros-i-t
trošičku;troš-ič-k-u
nespím;ne-sp-í-m
okliky;o-klik-y
hledí;hled-í
tajemný;taj-em-n-ý
upokojil;u-po-koj-i-l
zváti;zv-á-ti
lžeš;lž-e-š
ostýXavJE;ostýX-a-v-JE
zpracování;z-prac-ová-n-í
knoflíkovO;knof-l-ík-ov-O
krám;krám
řeknu;řek-n-u
košíček;koš-íč-ek
nAky;n-Ak-y
jůra;jůr-a
empirický;empir-ic-k-ý
nad;nad
starého;star-é-ho
latentňe;lat-ent-ň-e
syXrovJE;syXrov-JE
neřekla;ne-řek-l-a
přečíst;pře-čís-t
tématem;tém-at-e-m
napořád;na-po-řád
bručet;bruč-e-t
daseins;daseins
zvanO;zv-a-n-O
žádej;žád-ej
ďetské;ďet-sk-é
poštu;pošt-u
doznává;do-zn-á-v-á
myje;my-j-e
přepadal;pře-pad-a-l
počitky;po-či-t-k-y
bezohledný;bez-o-hled-n-ý
anďely;anďel-y
utrhne;u-trh-n-e
vJErolomnost;vJEr-o-lom-n-ost
rogeru;roger-u
neomezena;ne-o-mez-en-a
museli;mus-e-l-i
slitovali;s-lit-ova-l-i
stanoviska;stan-ov-isk-a
indickO;ind-ic-k-O
basa;bas-a
vzduXolodí;vz-duX-o-lod-í
nemáme;ne-m-á-me
roztřepit;roz-třep-i-t
slavnostňe;slav-n-ost-ň-e
poledni;pol-e-dn-i
přežalostňe;pře-žal-ost-ň-e
pamatujte;pamat-u-j-te
získán;získ-á-n
smrduté;smrd-u-t-é
rozkrojil;roz-kroj-i-l
neXodíte;ne-Xod-í-te
vypravují;vy-prav-u-j-í
uvést;u-vés-t
hebOnké;heb-On-k-é
dannunzia;dannunzi-a
vyvrheli;vy-vrh-el-i
vJErami;vJEr-a-m-i
kategorijemi;kategor-ij-e-m-i
snad;snad
nes;nes
kód;kód
sedmnáctém;sedm-náct-é-m
cviku;cvik-u
rada;rad-a
sOsede;sO-sed-e
zdrojem;zdroj-e-m
jež;j-e-ž
známém;zn-á-m-é-m
hlasitá;hlas-it-á
zahraničníX;za-hran-ič-n-í-X
zakličkovaly;za-klič-k-ova-l-y
objevil;ob-jev-i-l
malého;mal-é-ho
bukurešti;bukurešt-i
líbezná;líb-ez-n-á
nasytil;na-syt-i-l
comandante;comandant-e
zanelli;zanelli
nehodnotňe;ne-hod-n-ot-ň-e
zralosti;zra-l-ost-i
hledá;hled-á
příroďe;pří-roď-e
jindy;jin-d-y
kopl;kop-l
zaťuká;za-ťuk-á
prašivka;praš-i-v-k-a
soXy;soX-y
starému;star-é-mu
nejezdí;ne-jezd-í
saruky;saruk-y
průXod;prů-Xod
úkolem;ú-kol-e-m
ušima;uš-i-m-a
přečetné;pře-čet-n-é
přáními;přá-n-í-m-i
satanáši;satan-áš-i
kdybyXom;kd-y-by-Xom
nejlepším;nej-lep-š-í-m
neomezeném;ne-o-mez-en-é-m
vytyčeny;vy-tyč-en-y
silňeji;sil-ň-eji
policejní;polic-ej-n-í
idealistické;ideal-ist-ic-k-é
služby;služ-b-y
indigové;indig-o-v-é
blahem;blah-e-m
rodinný;rod-in-n-ý
hrobJE;hrob-JE
nebudu;ne-bud-u
šklebil;škleb-i-l
huber;huber
nalévat;na-lé-v-a-t
nadála;na-dá-l-a
sjede;s-jed-e
lva;lv-a
nič;ni-č
jakýkoliv;jak-ý-koliv
permanence;per-man-enc-e
žádám;žád-á-m
nádherňe;nádher-ň-e
prsO;prs-O
daty;dat-y
nadčlovJEctví;nad-človJEc-tv-í
klasického;klas-ic-k-é-ho
stvořili;s-tvoř-i-l-i
kývnutí;kýv-nu-t-í
zaXytila;za-Xyt-i-l-a
bičovali;bič-ova-l-i
relací;rel-ac-í
natřu;ne-tř-u
neMŇEla;ne-MŇ-E-l-a
londýna;londýn-a
eKSistenční;eKSist-enč-n-í
šesté;šest-é
hraďe;hraď-e
kolegáček;koleg-áč-ek
opíráš;o-pír-á-š
domňelO;do-mň-e-l-O
pravdivosti;prav-d-iv-ost-i
fOsatý;fOs-at-ý
zlomyslnosti;zl-o-mysl-n-ost-i
daktyloskopije;daktylo-skopij-e
šéf;šéf
nevidím;ne-vid-í-m
klukovi;kluk-ovi
vdovO;vdov-O
čiňené;čiň-en-é
obejda;obe-jd-a
lebedu;lebed-u
prací;prac-í
vaniky;vanik-y
provazy;pro-vaz-y
vyseďela;vy-seď-e-l-a
zošklivJEt;z-oškliv-JE-t
kraje;kraj-e
překračovati;pře-krač-ova-ti
zvlášť;zvlášť
malovanému;mal-ova-n-é-mu
blázen;blázen
jOrdain;jOrdain
mícinka;míc-in-k-a
ptáček;ptáč-ek
pytel;pytel
vraní;vran-í
výčitkami;vý-čit-k-a-m-i
trvalé;trv-a-l-é
koňskO;koň-sk-O
šikovňe;šik-ov-ň-e
léto;lét-o
dozvJEďel;do-z-vJEď-e-l
psáno;ps-á-n-o
zažitý;za-ži-t-ý
bůů;bůů
odpoví;od-pov-í
domů;dom-ů
tekly;tek-l-y
brOmovJE;brOmov-JE
meretriKS;meretriKS
ocásků;ocás-k-ů
tajemné;taj-em-n-é
aktem;akt-e-m
vztyčil;vz-tyč-i-l
podivil;po-div-i-l
rozumu;roz-um-u
wilbois;wilbois
žanka;žank-a
vyznám;vy-zn-á-m
potMŇE;po-tMŇ-E
zem;zem
metod;metod
střívkáX;střív-k-á-X
bergsonova;bergson-ov-a
porOčím;po-rOč-í-m
malostí;mal-ost-í
ovJEšený;o-vJEš-en-ý
prasecky;pras-ec-k-y
lezl;lez-l
vlastňe;vlast-ň-e
firma;firm-a
rybička;ryb-ič-k-a
určitého;urč-i-t-é-ho
poznávacím;po-zn-á-v-a-c-í-m
zazářilo;za-zář-i-l-o
úkony;ú-kon-y
šeptem;šept-e-m
smyslovýX;s-mysl-ov-ý-X
liverpoolu;liverpool-u
odevzdán;ode-vz-d-á-n
nespal;ne-sp-a-l
praktickému;prakt-ic-k-é-mu
výroční;vý-roč-n-í
bastardní;bastard-n-í
zpíval;z-pí-v-a-l
zapomňelo;za-po-mň-e-l-o
stupňování;stup-ň-ová-n-í
umřít;u-mř-í-t
vybývá;vy-bý-v-á
vlak;vlak
plaXta;plaXt-a
odkudpak;od-k-ud-pak
líny;lín-y
james;james
posadili;po-sad-i-l-i
zvykej;z-vyk-ej
probudit;pro-bud-i-t
sbírky;s-bír-k-y
sXopnost;s-Xop-n-ost
ceny;cen-y
vlasů;vlas-ů
nocí;noc-í
bohatýX;boh-at-ý-X
miminko;mim-in-k-o
vzdyXá;vz-dyX-á
druhy;druh-y
bílá;bíl-á
povykují;po-vyk-u-j-í
prvním;prv-n-í-m
zakOšet;za-kOš-e-t
osvíceného;o-svíc-en-é-ho
neskočil;ne-skoč-i-l
vyletí;vy-let-í
názor;ná-zor
stonalo;ston-a-l-o
zákroků;zá-krok-ů
zírání;zír-á-n-í
kaktusům;kaktus-ů-m
dobrodiní;dobr-o-di-n-í
vysvJEtlit;vy-svJEt-l-i-t
vymyšlen;vy-myšl-en
táž;t-áž
šulc;šulc
výXodiska;vý-Xod-isk-a
velblOda;velblOd-a
nestal;ne-sta-l
poklepám;po-klep-á-m
praďedečka;pra-ďed-eč-k-a
strážmistr;stráž-mistr
modraly;modr-a-l-y
tvrdil;tvrd-i-l
nevíte;ne-v-í-te
nepořídil;ne-po-říd-i-l
lloyd;lloyd
pýXO;pýx-O
sraz;s-raz
holane;holan-e
taktiku;takt-ik-u
voříšku;voříšk-u
vracela;vrac-e-l-a
býti;bý-ti
dorozumíme;do-roz-um-í-me
žito;žit-o
hvJEzdy;hvJEzd-y
užít;u-ží-t
hřímal;hřím-a-l
šťeká;šťek-á
vJEdecké;vJEd-ec-k-é
sladce;slad-c-e
přestane;pře-sta-n-e
kontrolovaná;kontrol-ova-n-á
novin;nov-in
tužkO;tuž-k-O
vyšít;vy-ší-t
myšlenkový;myšl-en-k-ov-ý
haha;ha-ha
středu;střed-u
účelný;ú-čel-n-ý
franto;frant-o
názorů;ná-zor-ů
vtlOkl;v-tlOk-l
jedné;jedn-é
naklání;na-klán-í
utrhla;u-trh-l-a
bOdO;bOd-O
hospodářovy;hospod-ář-ov-y
punčoXy;punčoX-y
mračit;mrač-i-t
mlází;mláz-í
rámus;rámus
sebevJEtší;s-eb-e-vJEt-š-í
lOžička;lOž-ič-k-a
přestal;pře-sta-l
ohňem;ohň-e-m
báli;bá-l-i
držet;drž-e-t
napsalo;na-ps-a-l-o
ďedečkova;ďed-eč-k-ov-a
ranec;ranec
buď;buď
hledíme;hled-í-me
Xťeli;Xť-e-l-i
nekdákaly;ne-kdák-a-l-y
khaki;khaki
neb;neb
jejej;jejej
großpapa;großpapa
vnitrné;v-nitr-n-é
význam;vý-znam
badenu;baden-u
počkal;po-čk-a-l
mocnosti;moc-n-ost-i
toť;t-o-ť
ptáky;pták-y
zámky;zá-mk-y
jarmark;jarmark
von;von
vypukla;vy-puk-l-a
vynášet;vy-náš-e-t
pracky;prac-k-y
vJEčnost;vJEč-n-ost
dubJEnkami;dub-JEn-k-a-m-i
nejlepší;nej-lep-š-í
odmítány;od-mít-á-n-y
hemžilo;hemž-i-l-o
péro;pér-o
stávalo;stá-v-a-l-o
spíte;sp-í-te
zdvořilém;z-dvoř-i-l-é-m
patřičňe;patř-ič-ň-e
kdy;kd-y
spravedlivý;s-prav-ed-l-iv-ý
nového;nov-é-ho
Xytá;Xyt-á
okolí;o-kol-í
kormoráni;kormorán-i
hovJEzin;hovJEz-in
rozřešení;roz-řeš-en-í
veselá;vesel-á
čtyřeX;čtyř-e-X
kritérijem;krit-ér-ij-e-m
ťešili;ťeš-i-l-i
spámbíčkem;spámbíčkem
žebřík;žebř-ík
uspokojivým;u-s-po-koj-i-v-ý-m
poťešit;po-ťeš-i-t
lék;lék
kritické;krit-ic-k-é
rub;rub
daktyloskopista;daktylo-skop-ist-a
zdarem;z-dar-e-m
bolesti;bol-est-i
podával;po-d-á-v-a-l
napiš;na-piš
budOcího;bud-O-c-í-ho
hmotného;hmot-n-é-ho
barona;baron-a
pomalOčku;po-mal-Oč-k-u
hovJEla;hov-JE-l-a
káhiry;káhir-y
kusssy;kusss-y
musíme;mus-í-me
rytířský;rytíř-sk-ý
začervenala;za-červen-a-l-a
dřímala;dřím-a-l-a
bok;bok
oXotňe;oXot-ň-e
podržuje;po-drž-u-j-e
aby;aby
neotrávená;ne-o-tráv-en-á
kostelce;kostelc-e
potkával;po-tk-á-v-a-l
šlapO;šlap-O
hyjé;hyjé
přísňe;přísň-e
kardašovy;kardašov-y
vojanské;voj-an-sk-é
hazard;hazard
způsobuje;z-pů-sob-u-j-e
plulo;plu-l-o
bohatá;boh-at-á
uznáváme;u-zn-á-v-á-me
nalil;na-li-l
tímto;t-í-m-t-o
nastrkal;na-strk-a-l
zMŇEnilo;z-MŇEn-i-l-o
Xlapisko;Xlap-isk-o
janov;janov
nosí;nos-í
podmazat;pod-maz-a-t
výsledcíX;vý-sled-c-í-X
převzácná;pře-vzác-n-á
klaňet;klaň-e-t
majorem;major-e-m
záblesky;zá-blesk-y
část;část
estetickému;estet-ic-k-é-mu
ďeláš;ďel-á-š
hodinku;hod-in-k-u
čistého;čist-é-ho
dušeňe;duš-eň-e
supranaturalistický;supra-natur-al-ist-ic-k-ý
ťežké;ťež-k-é
poldové;pold-ové
harmonickým;harmon-ic-k-ý-m
riziku;rizik-u
jde;jd-e
točili;toč-i-l-i
řádu;řád-u
nepoklonil;ne-po-klon-i-l
spáXal;s-páX-a-l
kočičko;koč-ič-k-o
kOdel;kOdel
zpátky;z-pát-k-y
potřebuje;po-třeb-u-j-e
pišťel;pišť-e-l
rozumná;roz-um-n-á
vyseďet;vy-seď-e-t
amatér;am-at-ér
stvořit;s-tvoř-i-t
strčili;strč-i-l-i
neustále;ne-u-stál-e
nedýXal;ne-dýX-a-l
nepřátelům;ne-přá-tel-ů-m
beseďe;beseď-e
seďel;seď-e-l
spisovatel;s-pis-ova-tel
vJEcí;vJEC-í
pranic;pra-ni-c
skládají;s-klád-aj-í
hladový;hlad-ov-ý
obočí;ob-oč-í
pitrovi;pitr-ovi
špinavý;špin-av-ý
skladatel;s-klad-a-tel
převorovi;převor-ovi
kašel;kašel
lOpežná;lOp-ež-n-á
kopyto;kopyt-o
psaní;ps-a-n-í
nedostatcíX;ne-do-stat-c-í-X
širvanů;širvan-ů
velikému;vel-ik-é-mu
strč;strč
uMŇEjí;uMŇ-Ej-í
ďející;ďej-í-c-í
roztrpčeňe;roz-trp-č-e-ň-e
událost;u-dá-l-ost
výbJErem;vý-bJEr-e-m
sehnal;se-hn-a-l
začnete;zač-n-e-te
žehravost;žehr-a-v-ost
neďelal;ne-ďel-a-l
pleXy;pleX-y
vypadaly;vy-pad-a-l-y
opravdicky;o-prav-d-ic-k-y
pOhá;pOh-á
čtrnácté;čtr-náct-é
potvrzení;po-tvrz-en-í
zesinala;ze-sin-a-l-a
dojedl;do-jed-l
týgr;týgr
trhá;trh-á
hlasů;hlas-ů
tAssig;tAssig
státníX;stát-n-í-X
špeku;špek-u
spoluzodpovJEdni;s-pol-u-z-od-po-vJEd-n-i
poraňení;po-raň-en-í
mokro;mok-r-o
částí;část-í
mlýn;ml-ýn
sledu;sled-u
počestné;po-čest-n-é
stýskání;s-týsk-á-n-í
trvala;trv-a-l-a
heroičťejšího;hero-ič-ť-ej-š-í-ho
kalika;kalik-a
sbuntován;s-bunt-ová-n
modi;modi
nevypařila;ne-vy-pař-i-l-a
ondyno;ondyno
u;u
mondéna;mondén-a
žiju;ži-j-u
haraburdí;haraburd-í
brOky;brOk-y
bombaje;bombaj-e
bytím;by-t-í-m
zavíjely;za-víj-e-l-y
dáti;d-á-ti
žalostivJE;žal-ost-iv-JE
půvabného;pů-vab-n-é-ho
zOfale;zOf-a-l-e
nebyly;ne-by-l-y
intelektuální;intelekt-u-ál-n-í
straXem;straX-e-m
demarše;demarš-e
prosí;pros-í
neXťela;ne-Xť-e-l-a
ušatý;uš-at-ý
ukáže;u-káž-e
ocáskem;ocás-k-e-m
vážnosti;váž-n-ost-i
kOzelník;kOzel-n-ík
opíjel;o-píj-e-l
byly;by-l-y
zaslOžil;za-slOž-i-l
obyčejňe;obyč-ej-ň-e
klášterem;klášter-e-m
zamilovaný;za-mil-ova-n-ý
kritického;krit-ic-k-é-ho
utíkat;u-tík-a-t
připravuje;při-prav-u-j-e
česala;čes-a-l-a
žehnáním;žehn-á-n-í-m
nemůžeš;ne-můž-e-š
ukrutňe;u-krut-ň-e
vé;vé
pokojem;po-koj-e-m
myslel;mysl-e-l
ješitnost;ješit-n-ost
spokojena;s-po-koj-en-a
pentličky;pentl-ič-k-y
XláXolivJE;XláXol-iv-JE
zMŇEnil;z-MŇEn-i-l
vašek;vašek
přísahám;pří-sah-á-m
vševJEd;vševJEd
křáp;křáp
bídné;bíd-n-é
promlsat;pro-mls-a-t
voříškovi;voříšk-ovi
brodí;brod-í
randál;randál
konviktem;kon-vikt-e-m
podzimek;pod-zim-ek
vesmíru;vesmír-u
náboženským;ná-bož-en-sk-ý-m
hraje;hra-j-e
hostinsky;host-in-sk-y
strom;strom
medvJEd;medvJEd
kostele;kostel-e
nositi;nos-i-ti
sbíral;s-bír-a-l
zadusí;za-dus-í
vůli;vůl-i
dalšíX;dal-š-í-X
kdes;kd-e-s
poznáte;po-zn-á-te
MŇEsíci;MŇEsíc-i
nohám;noh-á-m
vJEdami;vJEd-a-m-i
doďelal;do-ďel-a-l
princip;princip
sestrojuje;se-stroj-u-j-e
komupak;k-o-mu-pak
radost;rad-ost
fiXtovým;fiXt-ov-ý-m
vysvJEdčení;vy-s-vJEd-č-en-í
předsíňe;před-síň-e
honosíme;honos-í-me
určitý;urč-it-ý
pojmOt;po-jm-O-t
obavami;o-ba-v-a-m-i
tvůrcem;tvůr-c-e-m
umazala;u-maz-a-l-a
dole;dol-e
pobavit;po-bav-i-t
duXovňe;duX-ov-ň-e
průmysl;prů-mysl
kOpací;kOp-ac-í
svýX;s-v-ý-X
rubín;rubín
signor;signor
nevydržím;ne-vy-drž-í-m
hostovi;host-ovi
logickýX;log-ic-k-ý-X
manasses;manasses
rozlítli;roz-lít-l-i
posmívá;po-smí-v-á
neuďelá;ne-u-ďel-á
mistrovské;mistr-ov-sk-é
nuda;nud-a
pragmatismus;pragm-at-ism-us
svrbJEly;svrb-JE-l-y
zármutku;zá-rmut-k-u
eKWuina;eKWuin-a
úďesem;ú-ďes-e-m
trní;trn-í
celý;cel-ý
nejukrutňejší;nej-u-krut-ň-ej-š-í
vJEty;vJEt-y
duhový;duh-ov-ý
támhle;tám-hle
jelimánka;jelimán-k-a
stávají;stá-v-aj-í
jednoduXé;jedn-o-duX-é
cenu;cen-u
jádro;jádr-o
zajímat;za-jím-a-t
kavaljéro;kavaljéro
projevuje;pro-jev-u-j-e
šlo;š-l-o
říkal;řík-a-l
svém;s-v-é-m
nadprodukce;nad-pro-duk-c-e
jejž;j-e-j-ž
jalovec;jal-ov-ec
jejíž;je-j-í-ž
trůnu;trůn-u
aktivní;akt-iv-n-í
padá;pad-á
tohoto;t-o-ho-t-o
cíli;cíl-i
valdštejnský;vladštejn-sk-ý
kapesníku;kapes-n-ík-u
oboje;ob-oj-e
obličeje;ob-lič-ej-e
ďevčetem;ďev-č-et-e-m
píti;pít-i
božím;bož-í-m
skleníků;skl-en-ík-ů
pohan;pohan
tolarů;tolar-ů
horlivostí;hor-l-i-v-ost-í
psíX;ps-í-X
ukrádal;u-krád-a-l
zubí;zub-í
ušleXtilosti;u-šleXt-i-l-ost-i
jistá;jist-á
potrpJEl;po-trp-JE-l
nosatí;nos-at-í
nedoznaňe;ne-do-zn-a-ň-e
zámecké;zá-mec-k-é
vášňe;vášň-e
poučné;po-uč-n-é
vytržení;vy-trž-en-í
klášterní;klášter-n-í
srna;srn-a
svJEdek;s-vJEd-ek
livrejíX;livrej-í-X
máte;m-á-te
slavňejším;slav-ň-ej-š-í-m
dle;dle
uložená;u-lož-en-á
kulhala;kulh-a-l-a
svatosvatá;svat-o-svat-á
zaříznutý;za-říz-nu-t-ý
tisícem;tisíc-e-m
psím;ps-í-m
sMŇEje;sMŇE-j-e
kníže;kníž-e
zprošťeni;z-prošť-en-i
karle;karl-e
železem;želez-e-m
sevřené;se-vř-e-n-é
vJEda;vJEd-a
otáčely;o-táč-e-l-y
předkové;před-k-ové
černovOsého;čern-o-vOs-é-ho
svolat;s-vol-a-t
nevyspalá;ne-vy-sp-a-l-á
výklad;vý-klad
turistické;tur-ist-ic-k-é
obmyl;ob-my-l
přijali;při-j-a-l-i
nařízena;na-říz-en-a
cely;cel-y
pOpJE;pOp-JE
citová;cit-ov-á
přibalí;při-bal-í
byla;by-l-a
rejdí;rejd-í
bobečku;bob-eč-k-u
žebra;žebr-a
jiskrný;jiskr-n-ý
Xodit;Xod-i-t
kalupu;kalup-u
ťežšíX;ťež-š-í-X
cihel;cihel
ptá;pt-á
nedýXali;ne-dýX-a-l-i
večeru;večer-u
čtvrtíX;čtvrt-í-X
vJEďela;v-JEď-e-l-a
leckterý;lec-kter-ý
zuby;zub-y
nenašlo;ne-na-š-l-o
cizí;ciz-í
domovnici;dom-ov-n-ic-i
instrumentů;instru-ment-ů
průvodu;prů-vod-u
přeXody;pře-Xod-y
unikl;u-nik-l
nápisem;ná-pis-e-m
sOdní;sOd-n-í
vJEčnosti;vJEč-n-ost-i
nevrací;ne-vrac-í
vezmi;vez-m-i
sňedli;s-ňed-l-i
sXránka;s-Xrán-k-a
sXázíte;s-Xáz-í-te
buďte;buď-te
bJEží;bJEž-í
zářily;zář-i-l-y
vJEč;vJEč
XunXuzové;Xun-Xuz-ové
odpustil;od-pust-i-l
únava;ú-nav-a
netečnost;ne-teč-n-ost
zimník;zim-n-ík
středy;střed-y
reptají;rept-aj-í
zprávy;z-práv-y
nejvlídňeji;nej-vlíd-ň-eji
MŇEla;MŇ-E-l-a
burziánů;burz-i-án-ů
žes;že-s
popíráme;po-pír-á-me
vandrák;vandr-ák
doků;dok-ů
sesadil;se-sad-i-l
prošel;pro-še-l
pohyb;po-hyb
pozitivistickému;pozit-iv-ist-ic-k-é-mu
zlatém;zlat-é-m
budO;bud-O
drobet;drob-et
bříšku;bříš-k-u
synu;syn-u
zvJEdavým;z-vJEd-a-v-ý-m
lidožrOt;lid-o-žr-Ot
řekla;řek-l-a
kOzelníkovýma;kOzel-n-ík-ov-ý-m-a
vJEd;vJEd
zastání;za-stá-n-í
tepiXáři;tepiX-ář-i
asi;asi
vzpomeň;vz-po-meň
zašplOXalo;za-šplOX-a-l-o
klidná;klid-n-á
ukázali;u-káz-a-l-i
přísným;přísn-ý-m
zda;zda
negativno;neg-at-iv-n-o
žárlivosti;žár-l-i-v-ost-i
princezňe;princ-az-ň-e
tvO;tv-O
objevila;ob-jev-i-l-a
docítil;do-cít-i-l
čistá;čist-á
odklon;od-klon
objasňující;ob-jas-ň-uj-í-c-í
vynalezené;vy-na-lez-en-é
oba;ob-a
příčinu;pří-čin-u
daná;d-a-n-á
tancoval;tanc-ova-l
irkutsku;irkutsk-u
russel;russel
neviditelným;ne-vid-i-tel-n-ý-m
nezňel;ne-zň-e-l
pohnutky;po-hn-u-t-k-y
copak;c-o-pak
místa;míst-a
primary;primary
srážek;sráž-ek
počkej;po-čk-ej
nebojí;ne-boj-í
bJEžet;bJEž-e-t
desideria;desideria
sXázeli;s-Xáz-e-l-i
rosičkO;ros-ič-k-O
sXovat;s-Xov-a-t
případná;pří-pad-n-á
jmenuj;jmen-u-j
jan;jan
přibyli;při-by-l-i
přednáška;před-náš-k-a
utvářeli;u-tvář-e-l-i
vJEta;vJEt-a
vran;vran
špindlu;špindl-u
tato;t-a-t-o
skokem;skok-e-m
uspokojeňe;u-s-po-koj-eň-e
budeme;bud-e-me
hlísta;hlíst-a
libňatova;libňatov-a
zítřka;zítř-k-a
luk;luk
žalářním;žal-ář-n-í-m
pomoc;po-moc
hrubým;hrub-ý-m
halla;hall-a
nejvyššímu;nej-vyš-š-í-mu
pomůckáX;po-můc-k-á-X
důvodů;dů-vod-ů
lumpe;lump-e
tam;tam
ujeli;u-je-l-i
krajan;kraj-an
lahvičku;lahv-ič-k-u
daly;d-a-l-y
dosvJEdčíme;do-s-vJEd-č-í-me
budeš;bud-e-š
nacucalo;na-cuc-a-l-o
uznanýX;u-zn-a-n-ý-X
látka;lát-k-a
napást;na-pás-t
modernismu;modern-ism-u
všelijakýX;vš-e-li-jak-ý-X
vrátit;vrát-i-t
struny;strun-y
džunky;džunk-y
vespolek;ve-s-pol-ek
ideály;ideál-y
náramného;ná-ram-n-é-ho
smyslům;s-mysl-ů-m
špásovňe;špás-ov-ň-e
zpracovávajíc;z-prac-ová-v-aj-íc
ňemecku;ňem-ec-k-u
nepoznatelno;ne-po-zn-a-tel-n-o
plOtve;plO-t-v-e
pOhO;pOh-O
formulovatelná;form-ul-ova-tel-n-ý
dobrO;dobr-O
říkala;řík-a-l-a
kacíři;kacíř-i
totižto;totiž-t-o
pozorovat;po-zor-ova-t
křičím;křič-í-m
dopluje;do-plu-j-e
pravďepodobný;prav-ď-e-po-dob-n-ý
kartáX;kart-á-X
rohoží;rohož-í
zaXvácena;za-Xvác-en-a
kOřila;kOř-i-l-a
sukénky;sukén-k-y
matičce;mat-ič-c-e
zaXránil;za-Xrán-i-l
potkali;po-tk-a-l-i
nedovedl;ne-do-ved-l
zkusit;z-kus-i-t
připOštím;při-pOšt-í-m
spolu;s-pol-u
hodna;hod-n-a
názvisko;ná-zv-isk-o
název;ná-zev
tímhle;t-í-m-hle
výročníX;vý-roč-n-í-X
nečinňe;ne-čin-ň-e
nohama;noh-a-m-a
čapnOt;čap-nO-t
mysli;mysl-i
kterým;kter-ý-m
neneX;ne-neX
znehodnocení;z-ne-hod-n-oc-en-í
potřásl;po-třás-l
poslat;po-sl-a-t
pOze;pOz-e
zbytky;z-by-t-k-y
kojenců;koj-en-c-ů
zalepili;za-lep-i-l-i
ujel;u-je-l
považovat;po-važ-ova-t
svJEtu;svJEt-u
vyhoďte;vy-hoď-te
dopadlo;do-pad-l-o
náčiní;ná-čin-í
kamaráda;kamarád-a
zůstat;zů-sta-t
davu;dav-u
obrazu;ob-raz-u
jerišská;jeriš-sk-á
čiXu;čiX-u
tvrdé;tvrd-é
zmizení;z-miz-e-n-í
človJEka;človJEk-a
rváčovi;rv-á-č-ovi
dřív;dřív
žankovi;žank-ovi
stromy;strom-y
víťezstvím;víťez-stv-í-m
okresní;okres-n-í
nabídek;na-bíd-ek
ujednocen;u-jedn-oc-en
lOpežníkovi;lOp-ež-n-ík-ovi
nezbyla;ne-z-by-l-a
nedbalost;ne-db-a-l-ost
vypracovává;vy-prac-ová-v-á
ňej;ň-e-j
čilý;čil-ý
zalepené;za-lep-en-é
tumáte;tu-m-á-te
Xlap;Xlap
sportovním;sport-ov-n-í-m
závJEr;zá-vJEr
vylOčeno;vy-lOč-en-o
dostat;do-sta-t
nezáMŇEnného;ne-zá-MŇEn-n-é-ho
navzájem;na-v-zá-jem
hrubá;hrub-á
vJEdomí;vJEd-om-í
protagorovy;protagor-ov-y
zvJEdavost;z-vJEd-a-v-ost
pozvání;po-zv-á-n-í
čepice;čep-ic-e
zaúpJEla;za-úp-JE-l-a
konskripční;kon-skrip-č-n-í
sofisteX;sof-ist-e-X
nejpokorňejšíX;nej-po-kor-ň-ej-š-í-X
trpJElivost;trp-JE-l-iv-ost
když;když
antidatujeme;anti-dat-u-j-e-me
princmetálovO;princ-metál-ov-O
čeXova;čeXov-a
popadl;po-pad-l
široko;šir-ok-o
zXromil;z-Xrom-i-l
holubi;holub-i
lotsenovu;lotsen-ov-u
strhne;s-trh-n-e
prohrával;pro-hrá-v-a-l
inspektoři;in-spek-t-oř-i
hrom;hrom
rudnO;rud-n-O
františkovi;frant-iš-k-ovi
afázije;afáz-ij-e
dáváte;d-á-v-á-te
odnášet;od-náš-e-t
hadrlumpe;hadr-lump-e
doširoka;do-šir-ok-a
vojenské;voj-en-sk-é
sehnul;se-h-nu-l
neobyčejňe;ne-obyč-ej-ň-e
zulíbání;zu-líb-á-n-í
natáhnul;na-táh-nu-l
daleko;dal-ek-o
postupem;po-stup-e-m
borovice;bor-ov-ic-e
hladil;hlad-i-l
sklonku;s-klon-k-u
health;health
olgo;olg-o
pasívního;pasív-n-í-ho
názveX;ná-zv-e-X
nepoXybňe;ne-po-Xyb-ň-e
medle;medle
zničí;z-ni-č-í
vtiskly;v-tisk-l-y
nezakOší;ne-za-kOš-í
míle;míl-e
léťe;léť-e
půjde;pů-jd-e
vyhladil;vy-hlad-i-l
